OrderID,RouteHub,Latitude,Longitude,Volume,Status,Reason,BaselineTime,DelayTime,DelayedTime,ETA,AltPath,FinancialImpact,OrderDate,SourceWarehouse
DLV-77030,"Guwahati, AS",26.1445,91.7362,161,Delivered,Steady Rain & Standard Transit Delay,,56,,Completed,Rerouted via Bypass Route,2024,2026-05-23,Patna HQ DC
DLV-77031,"Patna, BR",25.5941,85.1376,174,Delivered,Light Drizzle & Standard Transit Delay,,85,,Completed,Rerouted via Bypass Route,3238,2026-05-23,Patna HQ DC
DLV-77032,"Jamshedpur, JH",22.8046,86.2029,138,Delivered,Light Drizzle & Standard Transit Delay,,89,,Completed,Rerouted via Bypass Route,2910,2026-05-23,Patna HQ DC
DLV-77033,"Asansol, WB",23.674,86.952,251,Delivered,Light Drizzle & Standard Transit Delay,,86,,Completed,Rerouted via Bypass Route,4270,2026-05-23,Patna HQ DC
DLV-77034,"Shillong, ML",25.5788,91.8933,461,Delivered,Breezy Weather & Steady Rain & Standard Transit Delay,,71,,Completed,Rerouted via Bypass Route,5762,2026-05-23,Patna HQ DC
DLV-77035,"Durgapur, WB",23.5204,87.3119,108,Delivered,Light Drizzle & Standard Transit Delay,,72,,Completed,Rerouted via Bypass Route,2030,2026-05-23,Patna HQ DC
DLV-77036,"Patna, BR",25.5941,85.1376,476,Delivered,Light Drizzle & Standard Transit Delay,,85,,Completed,Rerouted via Bypass Route,7089,2026-05-23,Patna HQ DC
DLV-77013,"Dhanbad, JH",23.7957,86.4304,200,Delivered,Above Normal Heat (39°C) & Standard Transit Delay,,58,,Completed,Rerouted via Bypass Route,2436,2026-05-22,Patna HQ DC
DLV-77014,"Dhanbad, JH",23.7957,86.4304,165,Delivered,Above Normal Heat (39°C) & Standard Transit Delay,,58,,Completed,Rerouted via Bypass Route,2132,2026-05-22,Patna HQ DC
DLV-77015,"Gaya, BR",24.7914,85.0002,189,Delivered,Above Normal Heat (41°C) & Windy & Standard Transit Delay,,71,,Completed,Rerouted via Bypass Route,2865,2026-05-22,Patna HQ DC
DLV-77016,"Cuttack, OD",20.4625,85.883,331,Delivered,Above Normal Heat (37°C) & Windy & Standard Transit Delay,,52,,Completed,Rerouted via Bypass Route,3206,2026-05-22,Patna HQ DC
DLV-77017,"Muzaffarpur, BR",26.1209,85.3647,174,Delivered,Light Drizzle & Peak Hours Traffic Ingestion,,76,,Completed,Rerouted via Bypass Route,2896,2026-05-22,Patna HQ DC
DLV-77018,"Patna, BR",25.5941,85.1376,226,Delivered,Above Normal Heat (38°C) & Standard Transit Delay,,57,,Completed,Rerouted via Bypass Route,2616,2026-05-22,Patna HQ DC
DLV-77019,"Siliguri, WB",26.7271,88.3953,476,Delivered,Light Drizzle & Standard Transit Delay,,51,,Completed,Rerouted via Bypass Route,4253,2026-05-22,Patna HQ DC
DLV-77020,"Cuttack, OD",20.4625,85.883,180,Delivered,Above Normal Heat (37°C) & Windy & Standard Transit Delay,,52,,Completed,Rerouted via Bypass Route,2028,2026-05-22,Patna HQ DC
DLV-77021,"Ranchi, JH",23.3441,85.3096,360,Delivered,Above Normal Heat (37°C) & Peak Hours Traffic Ingestion,,61,,Completed,Rerouted via Bypass Route,4026,2026-05-22,Patna HQ DC
DLV-77022,"Asansol, WB",23.674,86.952,423,Delivered,Steady Rain & Standard Transit Delay,,113,,Completed,Rerouted via Bypass Route,8526,2026-05-22,Patna HQ DC
DLV-77023,"Asansol, WB",23.674,86.952,467,Delivered,Steady Rain & Standard Transit Delay,,113,,Completed,Rerouted via Bypass Route,9272,2026-05-22,Patna HQ DC
DLV-77024,"Patna, BR",25.5941,85.1376,278,Delivered,Above Normal Heat (38°C) & Standard Transit Delay,,57,,Completed,Rerouted via Bypass Route,3061,2026-05-22,Patna HQ DC
DLV-77001,"Muzaffarpur, BR",26.1209,85.3647,440,Delivered,Steady Rain & Peak Hours Traffic Ingestion,,99,,Completed,Rerouted via Bypass Route,7722,2026-05-21,Patna HQ DC
DLV-77002,"Muzaffarpur, BR",26.1209,85.3647,301,Delivered,Steady Rain & Peak Hours Traffic Ingestion,,99,,Completed,Rerouted via Bypass Route,5658,2026-05-21,Patna HQ DC
DLV-77003,"Dhanbad, JH",23.7957,86.4304,117,Delivered,Light Drizzle & Standard Transit Delay,,94,,Completed,Rerouted via Bypass Route,2778,2026-05-21,Patna HQ DC
DLV-77004,"Bhagalpur, BR",25.2425,87.0135,391,Delivered,Steady Rain & Standard Transit Delay,,98,,Completed,Rerouted via Bypass Route,6924,2026-05-21,Patna HQ DC
DLV-77005,"Kharagpur, WB",22.3302,87.3237,465,Delivered,Above Normal Heat (38°C) & Standard Transit Delay,,52,,Completed,Rerouted via Bypass Route,4251,2026-05-21,Patna HQ DC
DLV-77006,"Guwahati, AS",26.1445,91.7362,118,Delivered,Steady Rain & Standard Transit Delay,,71,,Completed,Rerouted via Bypass Route,2109,2026-05-21,Patna HQ DC
DLV-77007,"Asansol, WB",23.674,86.952,260,Delivered,Above Normal Heat (39°C) & Standard Transit Delay,,67,,Completed,Rerouted via Bypass Route,3417,2026-05-21,Patna HQ DC
DLV-77008,"Jamshedpur, JH",22.8046,86.2029,125,Delivered,Light Drizzle & Peak Hours Traffic Ingestion,,102,,Completed,Rerouted via Bypass Route,3137,2026-05-21,Patna HQ DC
DLV-77009,"Patna, BR",25.5941,85.1376,188,Delivered,Above Normal Heat (38°C) & Windy & Standard Transit Delay,,62,,Completed,Rerouted via Bypass Route,2492,2026-05-21,Patna HQ DC
DLV-77010,"Dhanbad, JH",23.7957,86.4304,116,Delivered,Light Drizzle & Standard Transit Delay,,94,,Completed,Rerouted via Bypass Route,2764,2026-05-21,Patna HQ DC
DLV-77011,"Asansol, WB",23.674,86.952,253,Delivered,Above Normal Heat (39°C) & Standard Transit Delay,,67,,Completed,Rerouted via Bypass Route,3347,2026-05-21,Patna HQ DC
DLV-77012,"Patna, BR",25.5941,85.1376,296,Delivered,Above Normal Heat (38°C) & Windy & Standard Transit Delay,,62,,Completed,Rerouted via Bypass Route,3497,2026-05-21,Patna HQ DC
